"species","age_at_maturity","aggressiveness","bleaching_response_index","chlorophyll_a_concentration","coloniality","colony_max_diameter","corallite_area","dark_respiration","egg_diameter","fecundity_polyp","growth_form","growthFormClasses","growth_rate","lipid_content","mode_larval_development","reduced_scattering_coefficient","size_at_maturity","skeletal_density","symbiodinium_density","tissue_thickness","sexual_system","zooxanthellae","comp1","comp2","comp3","comp4","comp5","comp6","comp7","comp8","comp9"
"Porites bernardi",NA,NA,NA,NA,"colonial",NA,NA,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4317.39,-4568.8,-403.03,-291.43,-40.07,-26.68,-169.75,49.89,-17.36
"Porites branneri",NA,NA,2.75,NA,NA,NA,0.0201061929829747,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.17,-4658.97,-457.61,-339.22,-61.66,-36.44,-244.33,67.73,-15.73
"Porites brighami",NA,NA,NA,NA,"colonial",10,0.0122718463030851,NA,NA,NA,"submassive","massive",NA,NA,"brooder",NA,NA,NA,NA,NA,NA,"zooxanthellate",-4317.68,-4569.74,-403.59,-291.92,-40.28,-26.78,-170.47,50.04,-17.33
"Porites cocosensis",NA,NA,NA,NA,"colonial",NA,0.0122718463030851,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.49,-4659.95,-458.2,-339.72,-61.89,-36.54,-245.1,67.93,-15.72
"Porites colonensis",NA,NA,2.75,NA,"colonial",NA,0.0132732289614169,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4345.6,-4657.21,-456.54,-338.28,-61.23,-36.25,-242.84,67.36,-15.75
"Porites columnaris",NA,NA,NA,NA,"colonial",NA,0.0132732289614169,NA,NA,NA,"columnar","columnar",5.585,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4318.05,-4570.93,-404.31,-292.56,-40.56,-26.91,-171.46,50.28,-17.32
"Porites compressa",NA,NA,33.69,22.645,"colonial",123,0.0113097335529233,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",18.1968474576271,5.44,"spawner",9.64,NA,NA,NA,NA,"gonochore","zooxanthellate",-4316.5,-4566.59,-401.68,-290.51,-39.56,-26.56,-169.23,50,-17.6
"Porites cumulatus",NA,NA,NA,NA,"colonial",NA,0.00708821842466197,NA,NA,NA,"branching_closed","branching",NA,NA,NA,9.41,NA,NA,NA,NA,NA,"zooxanthellate",-4346.68,-4660.58,-458.59,-340.07,-62.04,-36.61,-245.68,68.07,-15.72
"Porites cylindrica",NA,11,28.95,0.4915,"colonial",1000,0.00708821842466197,0.715,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",18.9351851851852,NA,"spawner",8.84,NA,1.40666666666667,2140000,1.3,"gonochore","zooxanthellate",-4318.1,-4571.2,-404.47,-292.75,-40.63,-26.96,-171.92,50.42,-17.35
"Porites decasepta",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.67,-4660.55,-458.57,-340.05,-62.04,-36.61,-245.62,68.05,-15.71
"Porites deformis",NA,NA,NA,NA,"colonial",NA,0.01539380400259,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.71,-4660.65,-458.63,-340.1,-62.06,-36.62,-245.71,68.08,-15.71
"Porites densa",NA,NA,NA,NA,"colonial",15,0.0103868907109313,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4317,-4567.61,-402.31,-290.81,-39.79,-26.56,-168.87,49.7,-17.39
"Porites desilveri",NA,NA,NA,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4315.4,-4562.65,-399.33,-288.25,-38.64,-26.07,-165.28,48.96,-17.55
"Porites divaricata",NA,NA,2.75,NA,"colonial",NA,0.00708821842466197,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.26,-4659.27,-457.79,-339.38,-61.73,-36.47,-244.59,67.8,-15.73
"Porites duerdeni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4316.86,-4567.64,-402.31,-291.03,-39.81,-26.66,-169.85,50.1,-17.54
"Porites echinulata",NA,NA,NA,NA,"colonial",NA,0.0213824649984955,NA,NA,NA,"columnar","columnar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4344.89,-4654.96,-455.18,-337.08,-60.69,-36,-240.91,66.87,-15.77
"Porites ericacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4345.08,-4655.5,-455.51,-337.34,-60.82,-36.04,-241.22,66.95,-15.77
"Porites evermanni",NA,NA,5.5,NA,"colonial",120,0.00636172512351933,NA,NA,NA,"columnar","columnar",11.6,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",-4337.71,-4632.68,-441.68,-325.34,-55.35,-33.61,-222.75,62.58,-16.24
"Porites excavata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4345.7,-4657.47,-456.7,-338.39,-61.29,-36.26,-242.95,67.39,-15.75
"Porites flavus",NA,NA,NA,NA,"colonial",40,0.00282743338823081,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.67,-4660.55,-458.57,-340.05,-62.04,-36.61,-245.63,68.06,-15.71
"Porites furcata",NA,NA,30.22,NA,"colonial",NA,0.0201061929829747,NA,NA,NA,"branching_closed","branching",34.6,NA,"brooder",NA,NA,1.05,NA,NA,"gonochore","zooxanthellate",-4346.43,-4659.81,-458.12,-339.66,-61.86,-36.53,-245.04,67.91,-15.72
"Porites harrisoni",NA,NA,11,NA,"colonial",100,0.00708821842466197,NA,NA,NA,"columnar","columnar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4345.62,-4657.21,-456.54,-338.25,-61.23,-36.23,-242.68,67.31,-15.75
"Porites heronensis",NA,NA,23.21,NA,"colonial",NA,0.0113097335529233,NA,NA,NA,"columnar","columnar",10.5,NA,NA,NA,NA,NA,NA,NA,"gonochore","zooxanthellate",-4316.41,-4565.77,-401.2,-289.85,-39.36,-26.38,-167.53,49.43,-17.45
"Porites horizontalata",NA,NA,35.75,NA,"colonial",NA,0.01539380400259,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,"gonochore","zooxanthellate",-4343.34,-4650.15,-452.27,-334.55,-59.54,-35.48,-236.95,65.9,-15.84
"Porites latistellata",NA,NA,NA,NA,"colonial",NA,0.0103868907109313,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4345.21,-4655.96,-455.79,-337.61,-60.93,-36.11,-241.75,67.08,-15.76
"Porites lichen",NA,11.9,15.79,NA,"colonial",NA,0.0143138815279185,NA,NA,NA,"laminar","laminar",32.6,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4317.84,-4570.47,-404.03,-292.41,-40.46,-26.9,-171.54,50.37,-17.39
"Porites lobata",NA,NA,35.79,0.540523255813953,"colonial",685,0.00785398163397448,0.932916666666667,NA,NA,"massive","massive",12.1026018893387,NA,"spawner",9.38,NA,1.41937142857143,NA,6.38333333333333,"gonochore","zooxanthellate",-4317.28,-4568.86,-403.05,-291.62,-40.09,-26.76,-170.6,50.23,-17.48
"Porites lutea",NA,5.5,24.58,8.69285714285714,"colonial",400,0.0103868907109313,0.881666666666667,0.18,72,"massive","massive",16.2408122743682,NA,"spawner",8.69,NA,1.28748507462687,1988000,5.3576,"gonochore","zooxanthellate",-4318.16,-4571.31,-404.54,-292.78,-40.66,-26.96,-171.87,50.39,-17.32
"Porites mayeri",NA,NA,11.69,NA,"colonial",400,0.0165129963854314,NA,NA,NA,"massive","massive",13,NA,NA,NA,NA,1.17,NA,NA,NA,"zooxanthellate",-4346.16,-4658.92,-457.58,-339.16,-61.64,-36.42,-244.15,67.68,-15.73
"Porites monticulosa",NA,NA,NA,NA,"colonial",100,0.00865901475145687,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,12.66,NA,NA,NA,NA,NA,"zooxanthellate",-4344.43,-4653.54,-454.32,-336.34,-60.35,-35.85,-239.75,66.59,-15.79
"Porites murrayensis",NA,NA,NA,NA,"colonial",20,0.00567450173054656,NA,NA,NA,"massive","massive",NA,NA,"brooder",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",-4345.31,-4656.28,-455.98,-337.79,-61.01,-36.15,-242.08,67.17,-15.76
"Porites myrmidonensis",NA,NA,NA,NA,"colonial",400,0.0103868907109313,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4317.53,-4569.26,-403.3,-291.66,-40.17,-26.73,-170.1,49.96,-17.35
"Porites napopora",NA,NA,NA,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.65,-4660.45,-458.51,-339.98,-62.01,-36.59,-245.49,68.02,-15.71
"Porites negrosensis",NA,NA,NA,NA,"colonial",NA,0.01539380400259,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4316.84,-4567.09,-402,-290.53,-39.67,-26.51,-168.49,49.63,-17.41
"Porites nigrescens",NA,11.9,41.33,NA,"colonial",NA,0.0176714586764426,NA,NA,NA,"branching_closed","branching",35.6,NA,NA,8.65,NA,NA,NA,NA,NA,"zooxanthellate",-4346.81,-4660.93,-458.8,-340.24,-62.13,-36.64,-245.88,68.11,-15.7
"Porites nodifera",NA,NA,NA,NA,"colonial",NA,0.0122718463030851,NA,NA,NA,"columnar","columnar",11.2,NA,NA,NA,NA,1.35,NA,NA,NA,"zooxanthellate",-4345.44,-4656.64,-456.2,-337.94,-61.09,-36.16,-242.18,67.18,-15.75
"Porites okinawensis",NA,NA,NA,NA,"colonial",NA,0.00865901475145687,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4318.14,-4571.22,-404.48,-292.72,-40.63,-26.94,-171.72,50.34,-17.32
"Porites ornata",NA,NA,NA,NA,"colonial",NA,0.01539380400259,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4343.98,-4652.14,-453.47,-335.59,-60.01,-35.69,-238.58,66.3,-15.81
"Porites panamensis",NA,NA,27.6,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"submassive","massive",NA,NA,"brooder",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",-4345.81,-4657.85,-456.93,-338.62,-61.39,-36.31,-243.38,67.49,-15.74
"Porites porites",NA,12.8,19.82,4.6,"colonial",30,0.0397607820219958,0.42,NA,NA,"branching_closed","branching",21.964375,NA,"brooder",9.49,NA,NA,2615000,NA,"gonochore","zooxanthellate",-4346.01,-4658.47,-457.31,-338.95,-61.54,-36.38,-243.92,67.63,-15.74
"Porites profundus",NA,NA,NA,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4338.55,-3845.08,-133.01,-37.04,40.08,11.13,33.73,52.78,-52.01
"Porites pukoensis",NA,NA,NA,NA,"colonial",NA,0.0165129963854314,NA,NA,NA,"columnar","columnar",NA,NA,NA,NA,NA,NA,3650000,NA,NA,"zooxanthellate",-4346.29,-4659.33,-457.83,-339.38,-61.74,-36.46,-244.51,67.77,-15.72
"Porites randalli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4318.02,-4570.97,-404.33,-292.65,-40.58,-26.95,-171.84,50.42,-17.37
"Porites rugosus",NA,NA,NA,NA,"colonial",100,0.00502654824574367,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.79,-4660.91,-458.79,-340.23,-62.12,-36.64,-245.91,68.12,-15.7
"Porites rus",NA,20.8,7.28,NA,"colonial",500,0.0038484510006475,NA,NA,NA,"digitate","digitate",14.62725,NA,"spawner",17.76,NA,NA,2890000,1.9,"gonochore","zooxanthellate",-4317.49,-4569.44,-403.41,-291.91,-40.22,-26.81,-170.94,50.28,-17.45
"Porites sillimaniani",NA,NA,35.75,NA,"colonial",NA,0.0188691908756237,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,1.3,NA,"zooxanthellate",-4346.5,-4660.03,-458.25,-339.78,-61.91,-36.55,-245.23,67.96,-15.72
"Porites solida",NA,3.4,35.75,NA,"colonial",NA,0.0165129963854314,NA,NA,NA,"massive","massive",13.46,NA,"spawner",NA,NA,1.194,50100000,6.55,"gonochore","zooxanthellate",-4318.14,-4571.29,-404.53,-292.78,-40.65,-26.96,-171.91,50.41,-17.33
"Porites somaliensis",NA,NA,NA,NA,"colonial",NA,0.0314159265358979,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4313.23,-4555.95,-395.3,-284.8,-37.08,-25.41,-160.55,48.03,-17.78
"Porites stephensoni",NA,NA,0,NA,"colonial",10,0.00950331777710913,NA,NA,NA,"massive","massive",NA,NA,"brooder",NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.76,-4660.83,-458.74,-340.2,-62.1,-36.64,-245.86,68.11,-15.71
"Porites studeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4346.34,-4659.49,-457.93,-339.48,-61.78,-36.49,-244.7,67.83,-15.73
"Porites sverdrupi",NA,NA,2.5,NA,NA,30,NA,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4317.75,-4569.97,-403.73,-292.05,-40.34,-26.81,-170.7,50.1,-17.34
"Porites tuberculosus",NA,NA,NA,NA,"colonial",NA,0.00636172512351933,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4345.94,-4658.21,-457.15,-338.78,-61.47,-36.34,-243.56,67.53,-15.74
"Porites vaughani",NA,NA,24.05,NA,"colonial",20,0.0038484510006475,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-4344.66,-4654.19,-454.71,-336.64,-60.5,-35.9,-240.11,66.67,-15.78
"Psammocora albopicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6986.77,-85.43,1383.32,-382.68,-585.47,11.37,20.28,-0.18,32.33
"Psammocora contigua",NA,NA,28.42,NA,"colonial",50,0.0132732289614169,NA,NA,NA,"columnar","columnar",NA,NA,NA,14.33,NA,NA,NA,NA,"gonochore","zooxanthellate",6986.95,-85.35,1383.56,-382.86,-585.78,11.36,20.21,-0.18,32.41
"Psammocora digitata",NA,NA,41.42,NA,"colonial",6.5,0.0330063578167778,NA,NA,NA,"columnar","columnar",NA,NA,NA,NA,NA,NA,NA,NA,"gonochore","zooxanthellate",6986.78,-85.43,1383.31,-382.68,-585.47,11.37,20.28,-0.18,32.35
"Psammocora haimiana",NA,NA,NA,NA,"colonial",NA,0.0779311327631118,NA,NA,NA,"submassive","massive",29.5,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6986.58,-85.51,1383.03,-382.46,-585.1,11.37,20.36,-0.18,32.27
"Psammocora interstinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6986.34,-85.62,1382.7,-382.21,-584.67,11.38,20.45,-0.18,32.19
"Psammocora nierstraszi",NA,NA,NA,NA,"colonial",NA,0.0240528187540469,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6987.16,-85.25,1383.87,-383.09,-586.19,11.35,20.12,-0.18,32.49
"Psammocora profundacella",NA,NA,5.5,NA,"colonial",NA,0.036305030103047,NA,NA,NA,"submassive","massive",5.54166666666667,NA,"spawner",NA,NA,NA,NA,NA,NA,"zooxanthellate",6987.21,-85.23,1383.93,-383.14,-586.27,11.35,20.1,-0.18,32.51
"Psammocora stellata",NA,NA,11.86,NA,"colonial",NA,0.0397607820219958,NA,NA,NA,"submassive","massive",13.5090909090909,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",6987.08,-85.29,1383.75,-383.01,-586.03,11.35,20.15,-0.18,32.46
"Pseudodiploria clivosa",NA,20.1,17.49,NA,"colonial",61,0.208307227887088,NA,NA,NA,"massive","massive",6.4,NA,"spawner",15.7,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7933.1,484.38,-697.51,103.01,0.52,4.77,19.01,1.55,-145.51
"Pseudodiploria strigosa",NA,26.9,17.57,NA,"colonial",100,0.453645979178366,NA,NA,NA,"massive","massive",4.57944444444444,NA,"spawner",12.52,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7933.19,484.43,-697.61,103.01,0.51,4.77,19,1.56,-145.58
"Pseudosiderastrea formosa",NA,NA,NA,NA,NA,NA,0.0829576810088555,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-5162.53,-765.69,563.83,819.99,147,119.64,497.59,143,-107.34
"Pseudosiderastrea tayamai",NA,NA,2.75,NA,"colonial",16,0.110446616727766,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-5163.21,-765.35,563.78,820.96,146.72,119.84,498.21,143.87,-107.52
"Sandalolitha dentata",NA,NA,NA,NA,"colonial",NA,0.0551545860245858,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",7046.92,-59.11,1486.33,-459.36,-733.99,9.93,-7.99,-0.47,93.75
"Sandalolitha robusta",NA,NA,0.26,NA,"colonial",50,0.141862543263664,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",7056.25,-55.01,1501.58,-470.72,-755.23,9.67,-12.23,-0.52,101.94
"Scapophyllia cylindrica",NA,NA,16.33,NA,"colonial",NA,0.0881413088872786,NA,NA,NA,"columnar","columnar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",8074.28,564.53,-893.46,119.42,-22.23,3.66,-0.34,-0.53,163.93
"Schizoculina africana",NA,NA,NA,NA,"colonial",100,0.441786466911065,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7055.05,-13.94,486.9,9.61,132.31,12.92,137.88,2.37,-748.55
"Schizoculina fissipara",NA,NA,NA,NA,"colonial",100,0.0510705155749191,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7055.48,-13.72,486.95,9.47,132.32,12.9,137.86,2.38,-750.52
"Scolymia cubensis",NA,40.9,11,NA,"solitary",10,25.071872871055,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7926.82,480.89,-690.65,102.81,1.28,4.87,19.76,1.51,-140.53
"Scolymia lacera",NA,50.3,2.75,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7924.33,479.51,-687.93,102.74,1.58,4.91,20.06,1.5,-138.58
"Scolymia wellsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,"brooder",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7926.98,480.98,-690.82,102.82,1.26,4.87,19.74,1.51,-140.65
"Seriatopora aculeata",NA,NA,NA,NA,"colonial",NA,0.00125663706143592,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.16,-380.8,1421.25,46.83,1317.33,-70.15,-222.89,-1.06,133.69
"Seriatopora caliendrum",NA,NA,65.82,NA,"colonial",NA,0.00636172512351933,NA,NA,NA,"branching_closed","branching",58,NA,"brooder",4.44,NA,NA,NA,NA,NA,"zooxanthellate",6427.19,-380.79,1421.3,46.81,1317.45,-70.16,-222.95,-1.06,133.73
"Seriatopora dentritica",NA,NA,NA,NA,"colonial",NA,0.00237582944427728,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.08,-380.83,1421.14,46.86,1317.07,-70.12,-222.75,-1.06,133.59
"Seriatopora guttata",NA,NA,NA,NA,"colonial",30,0.00282743338823081,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.16,-380.8,1421.26,46.82,1317.36,-70.16,-222.91,-1.06,133.7
"Seriatopora hystrix",NA,17.3,61.46,NA,"colonial",NA,0.0038484510006475,0.638,NA,NA,"branching_closed","branching",23.8666666666667,NA,"brooder",6.18,NA,2.2,NA,NA,"hermaphrodite","zooxanthellate",6427.14,-380.81,1421.22,46.83,1317.27,-70.14,-222.85,-1.06,133.67
"Seriatopora stellata",NA,NA,NA,NA,"colonial",NA,0.00237582944427728,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.01,-380.86,1421.04,46.88,1316.83,-70.09,-222.61,-1.06,133.51
"Siderastrea radians",NA,NA,23.13,NA,"colonial",30,0.059395736106932,NA,NA,NA,"massive","massive",3.25,NA,"brooder",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",-5166.54,-764.12,563.35,825.81,145.1,120.18,500.27,146.77,-107.9
"Siderastrea savignyana",NA,NA,2.75,NA,"colonial",100,0.0855298599939821,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-5165.66,-764.44,563.47,824.54,145.53,120.1,499.77,146.02,-107.82
"Siderastrea siderea",NA,NA,19.05,NA,"colonial",130,0.122541748444087,NA,NA,NA,"massive","massive",5.59626543209877,NA,"spawner",NA,NA,NA,1271780.08,NA,"gonochore","zooxanthellate",-5166.41,-764.17,563.36,825.61,145.17,120.19,500.23,146.68,-107.89
"Siderastrea stellata",NA,NA,NA,NA,"colonial",NA,0.0637939658219577,NA,NA,NA,"massive","massive",NA,NA,"brooder",14.09,NA,NA,NA,NA,"gonochore","zooxanthellate",-5309.31,-636.06,542.98,948.25,74.21,44.58,388.66,103.9,-91.02
"Simplastrea vesicularis",NA,NA,NA,NA,"colonial",NA,0.107521008569111,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-6242.05,301.94,294.02,703.28,-17.45,307.32,349.62,917,76.68
"Solenastrea bournoni",NA,NA,0,NA,"colonial",NA,0.950331777710912,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,"gonochore","zooxanthellate",7036.12,-23.21,484.26,15.83,131.74,13.77,138.07,2.17,-655.8
"Solenastrea hyades",NA,NA,NA,NA,"colonial",NA,0.0881413088872786,NA,NA,NA,"submassive","massive",15,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7053.92,-14.49,486.74,9.98,132.29,12.97,137.91,2.36,-743.33
"Stephanocoenia intersepta",NA,15.9,18.77,NA,"colonial",60,0.045238934211693,NA,NA,NA,"massive","massive",1.8,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate",-4564.48,-1333.71,707.85,802.37,268.65,132.64,661.55,80.37,-151.21
"Stylaraea punctata",NA,NA,NA,NA,"colonial",15,0.0103868907109313,NA,NA,NA,"encrusting","encrusting",NA,NA,"brooder",NA,NA,NA,NA,NA,NA,"zooxanthellate",-4331.87,-4615.14,-431.07,-316.44,-51.2,-31.9,-210.24,59.87,-16.77
"Stylocoeniella armata",NA,NA,NA,NA,"colonial",NA,0.0254469004940773,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6317.86,-425.3,1260.17,88.43,931.89,-25.98,-10.31,0.04,-13.72
"Stylocoeniella cocosensis",NA,NA,NA,NA,"colonial",NA,0.00331830724035422,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",5779.74,-698.51,1346.51,232.06,886.49,17.24,238.18,1.62,-108.68
"Stylocoeniella guentheri",NA,NA,NA,NA,"colonial",50,0.00865901475145687,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6318.04,-425.22,1260.4,88.36,932.42,-26.04,-10.61,0.03,-13.56
"Stylocoeniella muscosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6317.84,-425.31,1260.21,88.45,932.09,-26,-10.41,0.03,-13.55
"Stylophora danae",NA,NA,NA,NA,"colonial",NA,0.00708821842466197,NA,NA,NA,"branching_closed","branching",12,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.79,-380.54,1422.16,46.58,1319.47,-70.4,-224.07,-1.06,134.47
"Stylophora kuehlmanni",NA,NA,NA,NA,"colonial",NA,0.00237582944427728,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.8,-380.53,1422.18,46.58,1319.52,-70.4,-224.1,-1.06,134.48
"Stylophora madagascarensis",NA,NA,NA,NA,"colonial",20,0.00441786466911065,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.77,-380.55,1422.12,46.59,1319.4,-70.39,-224.03,-1.06,134.44
"Stylophora mamillata",NA,NA,NA,NA,"colonial",10,0.00636172512351933,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6418.11,-384.47,1407.64,50.34,1284.95,-66.42,-204.78,-0.96,120.48
"Stylophora pistillata",NA,19.2,56.42,NA,"colonial",NA,0.0103868907109313,0.15,NA,2.521,"branching_closed","branching",27.4830765120427,NA,"brooder",7.04,10.07859514,1.70258708326667,NA,1.5,"hermaphrodite","zooxanthellate",6427.73,-380.56,1422.08,46.61,1319.28,-70.38,-223.96,-1.06,134.4
"Stylophora subseriata",NA,NA,NA,NA,"colonial",NA,0.00331830724035422,NA,NA,NA,"branching_closed","branching",NA,NA,NA,7.43,NA,NA,NA,NA,NA,"zooxanthellate",6427.22,-380.77,1421.34,46.8,1317.55,-70.18,-223.01,-1.06,133.76
"Stylophora wellsi",NA,NA,NA,NA,"colonial",NA,0.00331830724035422,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",6427.6,-380.62,1421.88,46.66,1318.82,-70.32,-223.71,-1.06,134.23
